,session_ID,Garage_ID,User_ID,User_type,Shared_ID,Start_plugin,Start_plugin_hour,End_plugout,End_plugout_hour,El_kWh,Duration_hours,month_plugin,weekdays_plugin,Plugin_category,Duration_category,end_soc,start_soc,start_day_idx,end_day_idx,delta_t,delta_soc_rounded
3458,3459,UT15,UT15-1,Private,,2019-11-03 14:45:00,14,2019-11-04 08:10:00,8.0,6.84,17.416666666666668,Nov,Sunday,early afternoon (12-15),Between 15 and 18 hours,1,0.915,88,193,105,0.08
3459,3460,UT9,Share-36,Shared,Shared-12,2019-11-03 15:00:00,15,2019-11-03 17:18:00,17.0,5.28,2.3,Nov,Sunday,late afternoon (15-18),Less than 3 hours,1,0.935,90,103,13,0.06
3460,3461,MS1,MS1-2,Private,,2019-11-03 15:05:00,15,2019-11-04 07:41:00,7.0,17.13,16.6,Nov,Sunday,late afternoon (15-18),Between 15 and 18 hours,1,0.788,90,190,100,0.22
3461,3462,Bl2,Bl2-8,Private,,2019-11-03 15:18:00,15,2019-11-04 06:51:00,6.0,4.81,15.55,Nov,Sunday,late afternoon (15-18),Between 15 and 18 hours,1,0.941,91,185,94,0.06
3463,3464,Bl2,Bl2-3,Private,,2019-11-03 16:00:00,16,2019-11-04 08:07:00,8.0,34.64,16.116666666666667,Nov,Sunday,late afternoon (15-18),Between 15 and 18 hours,1,0.572,96,192,96,0.42
3464,3465,AsO2,Share-5,Shared,Shared-5,2019-11-03 16:15:00,16,2019-11-03 20:51:00,20.0,33.93,4.6,Nov,Sunday,late afternoon (15-18),Between 3 and 6 hours,1,0.58,97,125,28,0.42
3465,3466,AsO4,AsO4-1,Private,,2019-11-03 16:22:00,16,2019-11-03 20:33:00,20.0,5.68,4.183333333333334,Nov,Sunday,late afternoon (15-18),Between 3 and 6 hours,1,0.93,98,123,25,0.08
3466,3467,UT7,UT7-5,Private,,2019-11-03 16:25:00,16,2019-11-04 07:57:00,7.0,3.06,15.533333333333333,Nov,Sunday,late afternoon (15-18),Between 15 and 18 hours,1,0.962,98,191,93,0.04
3467,3468,AsO10,AsO10-1,Private,,2019-11-03 16:40:00,16,2019-11-03 20:48:00,20.0,9.91,4.133333333333334,Nov,Sunday,late afternoon (15-18),Between 3 and 6 hours,1,0.877,100,124,24,0.12
3468,3469,UT9,Share-12,Shared,Shared-11,2019-11-03 17:16:00,17,2019-11-03 20:46:00,20.0,17.87,3.5,Nov,Sunday,late afternoon (15-18),Between 3 and 6 hours,1,0.779,103,124,21,0.22
3469,3470,UT15,UT15-2,Private,,2019-11-03 17:22:00,17,2019-11-04 07:42:00,7.0,15.93,14.333333333333334,Nov,Sunday,late afternoon (15-18),Between 12 and 15 hours,1,0.803,104,190,86,0.2
3470,3471,NR1,NR1-3,Private,,2019-11-03 17:24:00,17,2019-11-04 07:07:00,7.0,22.12,13.716666666666667,Nov,Sunday,late afternoon (15-18),Between 12 and 15 hours,1,0.726,104,186,82,0.28
3471,3472,AdO3,AdO3-4,Private,,2019-11-03 17:56:00,17,2019-11-04 16:13:00,16.0,35.62,22.283333333333335,Nov,Sunday,late afternoon (15-18),More than 18 hours,1,0.559,107,241,134,0.44
3472,3473,UT9,Share-36,Shared,Shared-12,2019-11-03 18:05:00,18,2019-11-03 20:20:00,20.0,3.4,2.25,Nov,Sunday,early evening (18-21),Less than 3 hours,1,0.958,108,122,14,0.04
3473,3474,AsO2,AsO2-1,Private,,2019-11-03 18:44:00,18,2019-11-04 06:45:00,6.0,19.04,12.016666666666667,Nov,Sunday,early evening (18-21),Between 12 and 15 hours,1,0.765,112,184,72,0.24
3474,3475,MS22,AsO4-2,Private,,2019-11-03 18:55:00,18,2019-11-04 06:26:00,6.0,6.03,11.516666666666667,Nov,Sunday,early evening (18-21),Between 9 and 12 hours,1,0.925,113,182,69,0.08
3476,3477,Bl2,Share-8,Shared,Shared-6,2019-11-03 19:31:00,19,2019-11-04 08:20:00,8.0,18.19,12.816666666666666,Nov,Sunday,early evening (18-21),Between 12 and 15 hours,1,0.775,117,194,77,0.22
3477,3478,SR2,SR2-3,Private,,2019-11-03 19:41:00,19,2019-11-03 21:08:00,21.0,7.63,1.45,Nov,Sunday,early evening (18-21),Less than 3 hours,1,0.906,118,126,8,0.1
3478,3479,UT7,UT7-2,Private,,2019-11-03 19:51:00,19,2019-11-04 07:30:00,7.0,6.12,11.65,Nov,Sunday,early evening (18-21),Between 9 and 12 hours,1,0.924,119,189,70,0.08
3479,3480,Bl2,Bl2-1,Private,,2019-11-03 20:40:00,20,2019-11-04 09:05:00,9.0,12.67,12.416666666666666,Nov,Sunday,early evening (18-21),Between 12 and 15 hours,1,0.843,124,198,74,0.16
3480,3481,AdO3,AdO3-1,Shared,Shared-2,2019-11-03 20:53:00,20,2019-11-04 07:27:00,7.0,9.06,10.566666666666666,Nov,Sunday,early evening (18-21),Between 9 and 12 hours,1,0.888,125,188,63,0.12
3481,3482,UT7,UT7-3,Private,,2019-11-03 20:59:00,20,2019-11-04 08:08:00,8.0,8.17,11.15,Nov,Sunday,early evening (18-21),Between 9 and 12 hours,1,0.899,125,192,67,0.1
3482,3483,Bl2,Share-3,Shared,Shared-7,2019-11-03 21:29:00,21,2019-11-04 08:03:00,8.0,35.24,10.566666666666666,Nov,Sunday,late evening (21-midnight),Between 9 and 12 hours,1,0.564,128,192,64,0.44
3483,3484,UT1,UT1-2,Private,,2019-11-03 21:43:00,21,2019-11-04 09:17:00,9.0,25.29,11.566666666666666,Nov,Sunday,late evening (21-midnight),Between 9 and 12 hours,1,0.687,130,199,69,0.32
3484,3485,AsO2,Share-20,Shared,Shared-5,2019-11-03 21:57:00,21,2019-11-04 07:30:00,7.0,17.03,9.55,Nov,Sunday,late evening (21-midnight),Between 9 and 12 hours,1,0.789,131,189,58,0.22
3485,3486,AsO10,AsO10-1,Private,,2019-11-03 22:09:00,22,2019-11-04 07:23:00,7.0,7.06,9.233333333333333,Nov,Sunday,late evening (21-midnight),Between 9 and 12 hours,1,0.913,132,188,56,0.08
3486,3487,SR2,SR2-3,Private,,2019-11-03 23:41:00,23,2019-11-04 07:45:00,7.0,49.22,8.066666666666666,Nov,Sunday,late evening (21-midnight),Between 6 and 9  hours,1,0.391,142,190,48,0.6
3487,3488,Bl2,Bl2-4,Private,,2019-11-03 23:51:00,23,2019-11-04 10:53:00,10.0,18.06,11.033333333333333,Nov,Sunday,late evening (21-midnight),Between 9 and 12 hours,1,0.777,143,209,66,0.22
3488,3489,AdO1,AdO1-1,Private,,2019-11-04 07:52:00,7,2019-11-04 15:21:00,15.0,19.56,7.483333333333333,Nov,Monday,early morning (6-9),Between 6 and 9  hours,1,0.758,47,92,45,0.24
3489,3490,UT15,UT15-1,Private,,2019-11-04 09:24:00,9,2019-11-04 11:18:00,11.0,6.56,1.9,Nov,Monday,late morning (9-12),Less than 3 hours,1,0.919,56,67,11,0.08
3491,3492,SR14,SR14-2,Private,,2019-11-04 11:10:00,11,2019-11-04 14:35:00,14.0,24.0,3.4166666666666665,Nov,Monday,late morning (9-12),Between 3 and 6 hours,1,0.703,67,87,20,0.3
3493,3494,UT1,UT1-1,Private,,2019-11-04 13:50:00,13,2019-11-04 15:11:00,15.0,4.91,1.35,Nov,Monday,early afternoon (12-15),Less than 3 hours,1,0.939,83,91,8,0.06
3494,3495,AsO10,AsO10-5,Private,,2019-11-04 14:57:00,14,2019-11-04 17:44:00,17.0,20.07,2.783333333333333,Nov,Monday,early afternoon (12-15),Less than 3 hours,1,0.752,89,106,17,0.24
3495,3496,UT15,UT15-1,Private,,2019-11-04 14:58:00,14,2019-11-05 10:24:00,10.0,6.75,19.433333333333334,Nov,Monday,early afternoon (12-15),More than 18 hours,1,0.917,89,206,117,0.08
3496,3497,NR1,NR1-2,Private,,2019-11-04 15:26:00,15,2019-11-05 06:27:00,6.0,2.45,15.016666666666667,Nov,Monday,late afternoon (15-18),Between 15 and 18 hours,1,0.97,92,182,90,0.04
3497,3498,MS22,AsO4-2,Private,,2019-11-04 15:44:00,15,2019-11-04 17:09:00,17.0,4.35,1.4166666666666667,Nov,Monday,late afternoon (15-18),Less than 3 hours,1,0.946,94,102,8,0.06
3498,3499,AsO2,AsO6-1,Shared,Shared-5,2019-11-04 15:45:00,15,2019-11-04 20:35:00,20.0,35.29,4.833333333333333,Nov,Monday,late afternoon (15-18),Between 3 and 6 hours,1,0.564,94,123,29,0.44
3499,3500,UT15,UT15-2,Private,,2019-11-04 15:53:00,15,2019-11-05 07:27:00,7.0,20.65,15.566666666666666,Nov,Monday,late afternoon (15-18),Between 15 and 18 hours,1,0.745,95,188,93,0.26
3500,3501,Bl2,Bl2-7,Private,,2019-11-04 15:56:00,15,2019-11-04 18:38:00,18.0,8.56,2.7,Nov,Monday,late afternoon (15-18),Less than 3 hours,1,0.894,95,111,16,0.1
3501,3502,Bl2,Bl2-3,Private,,2019-11-04 16:03:00,16,2019-11-05 07:34:00,7.0,6.51,15.516666666666667,Nov,Monday,late afternoon (15-18),Between 15 and 18 hours,1,0.919,96,189,93,0.08
3502,3503,MS22,MS22-1,Private,,2019-11-04 16:06:00,16,2019-11-05 06:55:00,6.0,34.79,14.816666666666666,Nov,Monday,late afternoon (15-18),Between 12 and 15 hours,1,0.57,96,185,89,0.44
3503,3504,MS1,MS1-2,Private,,2019-11-04 16:12:00,16,2019-11-04 19:43:00,19.0,6.18,3.5166666666666666,Nov,Monday,late afternoon (15-18),Between 3 and 6 hours,1,0.924,97,118,21,0.08
3504,3505,AdA6,AdA6-1,Private,,2019-11-04 16:15:00,16,2019-11-04 18:27:00,18.0,3.26,2.2,Nov,Monday,late afternoon (15-18),Less than 3 hours,1,0.96,97,110,13,0.04
3505,3506,SR14,SR14-2,Private,,2019-11-04 16:41:00,16,2019-11-05 07:21:00,7.0,45.92,14.666666666666666,Nov,Monday,late afternoon (15-18),Between 12 and 15 hours,1,0.432,100,188,88,0.56
3506,3507,Bl2,Bl2-5,Private,,2019-11-04 16:42:00,16,2019-11-04 21:36:00,21.0,4.71,4.9,Nov,Monday,late afternoon (15-18),Between 3 and 6 hours,1,0.942,100,129,29,0.06
3507,3508,AsO2,AsO2-1,Private,,2019-11-04 16:47:00,16,2019-11-05 07:27:00,7.0,12.4,14.666666666666666,Nov,Monday,late afternoon (15-18),Between 12 and 15 hours,1,0.847,100,188,88,0.16
3508,3509,UT1,UT1-1,Private,,2019-11-04 16:49:00,16,2019-11-04 18:14:00,18.0,5.14,1.4166666666666667,Nov,Monday,late afternoon (15-18),Less than 3 hours,1,0.936,100,109,9,0.06
3509,3510,Bl2,Bl2-8,Private,,2019-11-04 17:00:00,17,2019-11-04 18:38:00,18.0,10.2,1.6333333333333333,Nov,Monday,late afternoon (15-18),Less than 3 hours,1,0.874,102,111,9,0.12
3510,3511,UT7,UT7-5,Private,,2019-11-04 17:36:00,17,2019-11-05 07:52:00,7.0,5.49,14.266666666666667,Nov,Monday,late afternoon (15-18),Between 12 and 15 hours,1,0.932,105,191,86,0.06
3511,3512,UT1,UT1-1,Private,,2019-11-04 19:25:00,19,2019-11-05 01:24:00,1.0,10.05,5.983333333333333,Nov,Monday,early evening (18-21),Between 3 and 6 hours,1,0.876,116,152,36,0.12
3512,3513,AsO10,AsO10-5,Private,,2019-11-04 19:26:00,19,2019-11-05 07:26:00,7.0,45.24,12.0,Nov,Monday,early evening (18-21),Between 12 and 15 hours,1,0.441,116,188,72,0.56
3513,3514,AdA6,AdA6-1,Private,,2019-11-04 19:39:00,19,2019-11-05 07:46:00,7.0,4.48,12.116666666666667,Nov,Monday,early evening (18-21),Between 12 and 15 hours,1,0.945,117,190,73,0.06
3514,3515,Bl2,Bl2-2,Private,,2019-11-04 19:55:00,19,2019-11-04 21:47:00,21.0,6.72,1.8666666666666667,Nov,Monday,early evening (18-21),Less than 3 hours,1,0.917,119,130,11,0.08
3515,3516,SR2,SR2-3,Private,,2019-11-04 20:06:00,20,2019-11-05 07:54:00,7.0,16.11,11.8,Nov,Monday,early evening (18-21),Between 9 and 12 hours,1,0.801,120,191,71,0.2
3516,3517,AsO4,AsO4-1,Private,,2019-11-04 20:12:00,20,2019-11-05 07:27:00,7.0,9.92,11.25,Nov,Monday,early evening (18-21),Between 9 and 12 hours,1,0.877,121,188,67,0.12
3517,3518,UT9,Share-11,Shared,Shared-12,2019-11-04 20:14:00,20,2019-11-04 22:53:00,22.0,15.7,2.65,Nov,Monday,early evening (18-21),Less than 3 hours,1,0.806,121,137,16,0.2
3518,3519,Bl2,Bl2-7,Private,,2019-11-04 20:20:00,20,2019-11-05 07:56:00,7.0,4.16,11.6,Nov,Monday,early evening (18-21),Between 9 and 12 hours,1,0.949,122,191,69,0.06
3519,3520,UT7,UT7-2,Private,,2019-11-04 20:22:00,20,2019-11-05 07:31:00,7.0,11.43,11.15,Nov,Monday,early evening (18-21),Between 9 and 12 hours,1,0.859,122,189,67,0.14
3520,3521,MS22,AsO4-2,Private,,2019-11-04 21:20:00,21,2019-11-05 06:45:00,6.0,5.95,9.416666666666666,Nov,Monday,late evening (21-midnight),Between 9 and 12 hours,1,0.926,128,184,56,0.08
3521,3522,UT7,UT7-3,Private,,2019-11-04 21:42:00,21,2019-11-05 08:24:00,8.0,11.99,10.7,Nov,Monday,late evening (21-midnight),Between 9 and 12 hours,1,0.852,130,194,64,0.14
3522,3523,Bl7,Bl7-1,Private,,2019-11-04 22:02:00,22,2019-11-05 07:40:00,7.0,61.09,9.633333333333333,Nov,Monday,late evening (21-midnight),Between 9 and 12 hours,1,0.244,132,190,58,0.76
3523,3524,NR1,NR1-1,Private,,2019-11-04 22:08:00,22,2019-11-05 07:25:00,7.0,6.36,9.283333333333333,Nov,Monday,late evening (21-midnight),Between 9 and 12 hours,1,0.921,132,188,56,0.08
3524,3525,MS1,MS1-2,Private,,2019-11-04 22:22:00,22,2019-11-05 10:02:00,10.0,11.45,11.666666666666666,Nov,Monday,late evening (21-midnight),Between 9 and 12 hours,1,0.858,134,204,70,0.14
3525,3526,Bl2,Bl2-2,Private,,2019-11-05 00:32:00,0,2019-11-05 10:55:00,10.0,9.69,10.383333333333333,Nov,Tuesday,early night (midnight-3),Between 9 and 12 hours,1,0.88,3,65,62,0.12
3526,3527,UT15,UT15-1,Private,,2019-11-05 13:47:00,13,2019-11-05 17:35:00,17.0,3.86,3.8,Nov,Tuesday,early afternoon (12-15),Between 3 and 6 hours,1,0.952,82,105,23,0.04
3527,3528,NR1,NR1-1,Private,,2019-11-05 14:43:00,14,2019-11-06 09:15:00,9.0,8.72,18.533333333333335,Nov,Tuesday,early afternoon (12-15),More than 18 hours,1,0.892,88,199,111,0.1
3528,3529,UT9,Share-12,Shared,Shared-12,2019-11-05 15:13:00,15,2019-11-05 17:42:00,17.0,15.47,2.4833333333333334,Nov,Tuesday,late afternoon (15-18),Less than 3 hours,1,0.809,91,106,15,0.2
3529,3530,AdA6,AdA6-1,Private,,2019-11-05 15:40:00,15,2019-11-06 07:57:00,7.0,1.17,16.283333333333335,Nov,Tuesday,late afternoon (15-18),Between 15 and 18 hours,1,0.986,94,191,97,0.02
3530,3531,MS22,AsO4-2,Private,,2019-11-05 15:40:00,15,2019-11-05 19:48:00,19.0,1.95,4.133333333333334,Nov,Tuesday,late afternoon (15-18),Between 3 and 6 hours,1,0.976,94,118,24,0.02
3531,3532,Bl2,Share-29,Shared,Shared-6,2019-11-05 15:47:00,15,2019-11-05 19:58:00,19.0,13.16,4.183333333333334,Nov,Tuesday,late afternoon (15-18),Between 3 and 6 hours,1,0.837,94,119,25,0.16
3532,3533,AdO3,AdO3-2,Private,,2019-11-05 16:03:00,16,2019-11-05 19:01:00,19.0,4.07,2.966666666666667,Nov,Tuesday,late afternoon (15-18),Less than 3 hours,1,0.95,96,114,18,0.06
3533,3534,AsO2,AsO6-1,Shared,Shared-5,2019-11-05 16:05:00,16,2019-11-05 17:57:00,17.0,13.88,1.8666666666666667,Nov,Tuesday,late afternoon (15-18),Less than 3 hours,1,0.828,96,107,11,0.18
3534,3535,Bl2,Share-3,Shared,Shared-7,2019-11-05 16:16:00,16,2019-11-05 18:35:00,18.0,12.18,2.316666666666667,Nov,Tuesday,late afternoon (15-18),Less than 3 hours,1,0.849,97,111,14,0.16
3535,3536,AsO4,AsO4-1,Private,,2019-11-05 16:25:00,16,2019-11-05 20:33:00,20.0,11.2,4.133333333333334,Nov,Tuesday,late afternoon (15-18),Between 3 and 6 hours,1,0.861,98,123,25,0.14
3536,3537,Bl2,Bl2-5,Private,,2019-11-05 16:26:00,16,2019-11-05 17:43:00,17.0,4.56,1.2833333333333334,Nov,Tuesday,late afternoon (15-18),Less than 3 hours,1,0.944,98,106,8,0.06
3537,3538,SR2,SR2-3,Private,,2019-11-05 16:28:00,16,2019-11-05 20:20:00,20.0,23.93,3.8666666666666667,Nov,Tuesday,late afternoon (15-18),Between 3 and 6 hours,1,0.704,98,122,24,0.3
3538,3539,UT15,UT15-2,Private,,2019-11-05 16:31:00,16,2019-11-06 07:36:00,7.0,17.55,15.083333333333334,Nov,Tuesday,late afternoon (15-18),Between 15 and 18 hours,1,0.783,99,189,90,0.22
3539,3540,Bl2,Bl2-3,Private,,2019-11-05 16:36:00,16,2019-11-06 07:35:00,7.0,15.17,14.983333333333333,Nov,Tuesday,late afternoon (15-18),Between 12 and 15 hours,1,0.812,99,189,90,0.18
3540,3541,AsO2,AsO2-1,Private,,2019-11-05 16:53:00,16,2019-11-06 07:06:00,7.0,13.91,14.216666666666667,Nov,Tuesday,late afternoon (15-18),Between 12 and 15 hours,1,0.828,101,186,85,0.18
3541,3542,Bl2,Bl2-1,Private,,2019-11-05 17:00:00,17,2019-11-05 21:07:00,21.0,13.7,4.116666666666666,Nov,Tuesday,late afternoon (15-18),Between 3 and 6 hours,1,0.831,102,126,24,0.16
3542,3543,SR2,SR2-2,Private,,2019-11-05 17:00:00,17,2019-11-06 08:52:00,8.0,7.33,15.866666666666667,Nov,Tuesday,late afternoon (15-18),Between 15 and 18 hours,1,0.909,102,197,95,0.1
3543,3544,Bl2,Bl2-8,Private,,2019-11-05 17:13:00,17,2019-11-05 19:18:00,19.0,13.03,2.0833333333333335,Nov,Tuesday,late afternoon (15-18),Less than 3 hours,1,0.839,103,115,12,0.16
3545,3546,AsO10,AsO10-1,Private,,2019-11-05 18:18:00,18,2019-11-06 07:09:00,7.0,7.0,12.85,Nov,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.913,109,186,77,0.08
3546,3547,Bl2,Bl2-5,Private,,2019-11-05 18:19:00,18,2019-11-05 19:26:00,19.0,3.92,1.1166666666666667,Nov,Tuesday,early evening (18-21),Less than 3 hours,1,0.952,109,116,7,0.04
3548,3549,SR14,SR14-1,Private,,2019-11-05 18:49:00,18,2019-11-06 07:21:00,7.0,42.19,12.533333333333333,Nov,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.478,112,188,76,0.52
3550,3551,Bl2,Share-25,Shared,Shared-7,2019-11-05 19:10:00,19,2019-11-06 06:32:00,6.0,53.62,11.366666666666667,Nov,Tuesday,early evening (18-21),Between 9 and 12 hours,1,0.337,115,183,68,0.66
3551,3552,UT7,UT7-2,Private,,2019-11-05 19:12:00,19,2019-11-06 07:27:00,7.0,9.44,12.25,Nov,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.883,115,188,73,0.12
3552,3553,NR1,NR1-2,Private,,2019-11-05 19:16:00,19,2019-11-06 06:45:00,6.0,2.42,11.483333333333333,Nov,Tuesday,early evening (18-21),Between 9 and 12 hours,1,0.97,115,184,69,0.02
3553,3554,AdO3,Share-16,Shared,Shared-3,2019-11-05 19:29:00,19,2019-11-05 22:34:00,22.0,22.79,3.0833333333333335,Nov,Tuesday,early evening (18-21),Between 3 and 6 hours,1,0.718,116,135,19,0.28
3554,3555,Bl2,Bl2-2,Private,,2019-11-05 19:36:00,19,2019-11-05 20:43:00,20.0,4.03,1.1166666666666667,Nov,Tuesday,early evening (18-21),Less than 3 hours,1,0.95,117,124,7,0.04
3555,3556,Bl2,Bl2-5,Private,,2019-11-05 20:16:00,20,2019-11-06 07:41:00,7.0,9.72,11.416666666666666,Nov,Tuesday,early evening (18-21),Between 9 and 12 hours,1,0.88,121,190,69,0.12
3556,3557,AdO1,AdO1-1,Private,,2019-11-05 20:18:00,20,2019-11-06 06:27:00,6.0,15.12,10.15,Nov,Tuesday,early evening (18-21),Between 9 and 12 hours,1,0.813,121,182,61,0.18
3557,3558,MS22,AsO4-2,Private,,2019-11-05 20:22:00,20,2019-11-06 06:51:00,6.0,0.93,10.483333333333333,Nov,Tuesday,early evening (18-21),Between 9 and 12 hours,1,0.988,122,185,63,0.02
3558,3559,Bl2,Bl2-8,Private,,2019-11-05 20:29:00,20,2019-11-06 07:31:00,7.0,10.61,11.033333333333333,Nov,Tuesday,early evening (18-21),Between 9 and 12 hours,1,0.869,122,189,67,0.14
3559,3560,UT7,UT7-5,Private,,2019-11-05 20:30:00,20,2019-11-06 09:01:00,9.0,5.8,12.516666666666667,Nov,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.928,123,198,75,0.08
3560,3561,UT1,UT1-1,Private,,2019-11-05 21:21:00,21,2019-11-06 07:57:00,7.0,8.33,10.6,Nov,Tuesday,late evening (21-midnight),Between 9 and 12 hours,1,0.897,128,191,63,0.1
3561,3562,Bl2,Bl2-7,Private,,2019-11-05 22:00:00,22,2019-11-06 07:48:00,7.0,12.86,9.8,Nov,Tuesday,late evening (21-midnight),Between 9 and 12 hours,1,0.841,132,190,58,0.16
3562,3563,MS1,MS1-2,Private,,2019-11-05 22:31:00,22,2019-11-06 08:12:00,8.0,9.84,9.683333333333334,Nov,Tuesday,late evening (21-midnight),Between 9 and 12 hours,1,0.878,135,193,58,0.12
3563,3564,Bl2,Share-30,Shared,Shared-6,2019-11-06 07:58:00,7,2019-11-06 11:22:00,11.0,24.83,3.4,Nov,Wednesday,early morning (6-9),Between 3 and 6 hours,1,0.693,47,68,21,0.3
3564,3565,AdO3,AdO3-1,Shared,Shared-2,2019-11-06 09:03:00,9,2019-11-06 14:12:00,14.0,6.18,5.15,Nov,Wednesday,late morning (9-12),Between 3 and 6 hours,1,0.924,54,85,31,0.08
3566,3567,AsO2,Share-20,Shared,Shared-5,2019-11-06 12:18:00,12,2019-11-06 15:06:00,15.0,9.77,2.8,Nov,Wednesday,early afternoon (12-15),Less than 3 hours,1,0.879,73,90,17,0.12
3567,3568,UT9,Share-12,Shared,Shared-12,2019-11-06 14:20:00,14,2019-11-06 17:22:00,17.0,18.15,3.033333333333333,Nov,Wednesday,early afternoon (12-15),Between 3 and 6 hours,1,0.776,86,104,18,0.22
3568,3569,NR1,NR1-1,Private,,2019-11-06 15:07:00,15,2019-11-07 07:26:00,7.0,8.71,16.316666666666666,Nov,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.892,90,188,98,0.1
3570,3571,AsO2,Share-5,Shared,Shared-5,2019-11-06 15:48:00,15,2019-11-06 20:30:00,20.0,35.14,4.7,Nov,Wednesday,late afternoon (15-18),Between 3 and 6 hours,1,0.565,94,123,29,0.44
3572,3573,AdA6,AdA6-1,Private,,2019-11-06 16:02:00,16,2019-11-07 07:46:00,7.0,4.51,15.733333333333333,Nov,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.944,96,190,94,0.06
3573,3574,AdO3,AdO3-3,Private,,2019-11-06 16:08:00,16,2019-11-07 06:42:00,6.0,20.73,14.566666666666666,Nov,Wednesday,late afternoon (15-18),Between 12 and 15 hours,1,0.744,96,184,88,0.26
3576,3577,UT1,UT1-1,Private,,2019-11-06 16:18:00,16,2019-11-06 17:36:00,17.0,4.67,1.3,Nov,Wednesday,late afternoon (15-18),Less than 3 hours,1,0.942,97,105,8,0.06
3577,3578,Bl2,Share-30,Shared,Shared-6,2019-11-06 16:18:00,16,2019-11-06 19:19:00,19.0,16.02,3.0166666666666666,Nov,Wednesday,late afternoon (15-18),Between 3 and 6 hours,1,0.802,97,115,18,0.2
3578,3579,UT15,UT15-2,Private,,2019-11-06 16:21:00,16,2019-11-07 07:25:00,7.0,17.35,15.066666666666666,Nov,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.785,98,188,90,0.22
3579,3580,Bl2,Bl2-1,Private,,2019-11-06 16:22:00,16,2019-11-06 21:12:00,21.0,17.2,4.833333333333333,Nov,Wednesday,late afternoon (15-18),Between 3 and 6 hours,1,0.787,98,127,29,0.22
3581,3582,Bl2,Share-7,Shared,Shared-7,2019-11-06 16:25:00,16,2019-11-07 05:11:00,5.0,54.53,12.766666666666667,Nov,Wednesday,late afternoon (15-18),Between 12 and 15 hours,1,0.326,98,175,77,0.68
3582,3583,AsO4,AsO4-1,Private,,2019-11-06 16:25:00,16,2019-11-07 07:33:00,7.0,9.28,15.133333333333333,Nov,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.885,98,189,91,0.12
3583,3584,MS22,AsO4-2,Private,,2019-11-06 16:35:00,16,2019-11-06 18:02:00,18.0,4.42,1.45,Nov,Wednesday,late afternoon (15-18),Less than 3 hours,1,0.945,99,108,9,0.06
3584,3585,MS1,MS1-2,Private,,2019-11-06 16:40:00,16,2019-11-07 11:00:00,11.0,5.97,18.333333333333332,Nov,Wednesday,late afternoon (15-18),More than 18 hours,1,0.926,100,210,110,0.08
3585,3586,AsO10,AsO10-4,Private,,2019-11-06 16:52:00,16,2019-11-07 07:16:00,7.0,19.25,14.4,Nov,Wednesday,late afternoon (15-18),Between 12 and 15 hours,1,0.762,101,187,86,0.24
3586,3587,Bl2,Bl2-3,Private,,2019-11-06 17:26:00,17,2019-11-07 07:31:00,7.0,9.09,14.083333333333334,Nov,Wednesday,late afternoon (15-18),Between 12 and 15 hours,1,0.888,104,189,85,0.12
3587,3588,NR1,NR1-2,Private,,2019-11-06 18:10:00,18,2019-11-07 06:43:00,6.0,5.28,12.55,Nov,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.935,109,184,75,0.06
3588,3589,UT7,UT7-5,Private,,2019-11-06 18:16:00,18,2019-11-07 01:46:00,1.0,4.14,7.5,Nov,Wednesday,early evening (18-21),Between 6 and 9  hours,1,0.949,109,154,45,0.06
3589,3590,AsO2,AsO2-1,Private,,2019-11-06 18:43:00,18,2019-11-07 07:25:00,7.0,14.09,12.7,Nov,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.826,112,188,76,0.18
3590,3591,MS22,MS22-1,Private,,2019-11-06 18:54:00,18,2019-11-07 07:00:00,7.0,36.15,12.1,Nov,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.553,113,186,73,0.44
3591,3592,Bl2,Bl2-5,Private,,2019-11-06 19:15:00,19,2019-11-06 20:18:00,20.0,3.75,1.05,Nov,Wednesday,early evening (18-21),Less than 3 hours,1,0.954,115,121,6,0.04
3592,3593,UT7,UT7-2,Private,,2019-11-06 19:15:00,19,2019-11-07 07:24:00,7.0,11.23,12.15,Nov,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.861,115,188,73,0.14
3593,3594,AsO10,AsO10-1,Private,,2019-11-06 19:20:00,19,2019-11-07 07:06:00,7.0,9.48,11.766666666666667,Nov,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.883,116,186,70,0.12
3594,3595,UT7,UT7-3,Private,,2019-11-06 19:39:00,19,2019-11-07 08:30:00,8.0,9.72,12.85,Nov,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.88,117,195,78,0.12
3595,3596,MS1,MS1-1,Private,,2019-11-06 19:51:00,19,2019-11-07 17:51:00,17.0,8.97,22.0,Nov,Wednesday,early evening (18-21),More than 18 hours,1,0.889,119,251,132,0.12
